INAME	GENE	CHROMO	HongGuo SK1 mitosis MycMcd1 ChIP +NZ 	HongGuo SK1 mitosis NZ MycMcd1p ChIP
YGR185C	TYS1	7	  0.42	
iJx182I		10	  0.68	  0.69
iJx248I		10	  0.68	  0.61
iBx402I		2	  1.93	  1.75
YBL019W	APN2	2	  1.47	  1.47
iPx354I		16	  0.75	  0.72
YHR142W	CHS7	8	  0.81	  0.82
iLx431I		12	  1.10	  1.16
YDL202W	MRPL11	4	  0.63	  0.53
YMR023C	MSS1	13	  1.11	  1.15
iPx020I		16	  0.58	  0.59
YML006C	GIS4	13	  3.24	  3.99
YHR208W	BAT1	8	  1.10	  1.10
YBR037C	SCO1	2	  1.26	  1.23
iAx111I		1	  1.59	  1.68
iOx397I		15	  1.91	  2.17
iGx551I		7	  1.10	  1.29
iEx034I		5	  1.40	  1.64
YDR220C		4	  0.55	  0.55
YGL168W		7	  2.35	  2.39
iOx063I		15	  0.68	  0.74
iKx140I		11	  0.46	  0.40
YDL203C		4	  1.51	  1.35
YMR291W		13	  0.87	  0.71
iOx129I		15	  0.93	  0.96
iKx206I		11	  1.19	  1.08
iDx077I		4	  0.68	  0.80
iJx183I		10	  0.82	  1.05
iJx249I		10	  1.51	  1.61
iBx403I		2	  1.09	  1.35
iPx355I		16	  1.46	  1.52
iLx432I		12	  0.70	  0.71
YLR066W	SPC3	12	  2.10	  2.07
YHR143W		8	  0.53	  0.47
YLL049W		12	  0.92	  0.78
iPx021I		16	  3.00	  2.24
YHR209W		8	  1.10	  1.31
YNL232W	CSL4	14	  4.05	  3.99
iAx112I		1	  1.08	  1.19
iOx398I		15	  0.74	  0.73
iGx552I		7	  0.96	  0.98
YGR186W	TFG1	7	  0.99	  1.06
iEx035I		5	  0.70	  0.81
YLR067C	PET309	12	  0.96	  1.08
YHR144C	DCD1	8	  0.51	  0.38
YGL169W	SUA5	7	  1.57	  1.70
iOx064I				  0.59
iKx141I		11	  0.51	  0.46
YMR292W	GOT1	13	  1.33	  1.43
iKx207I		11	  0.47	  0.55
YMR024W	MRPL3	13	  0.69	
YML007W	YAP1	13	  4.06	  4.04
iDx078I		4	  0.68	  0.59
YGR187C	HGH1	7	  1.29	  1.11
iJx184I		10	  0.73	  0.65
YMR293C		13	  1.16	  1.12
iPx290I		16	  1.31	  1.43
YBR038W	CHS2	2	  0.93	  0.83
iBx404I		2	  1.05	  1.09
YDR221W		4	  0.67	  0.71
iPx356I		16	  0.48	  0.54
iLx433I		12	  0.66	  0.67
YDL204W		4	  1.42	  1.62
iPx022I		16	  1.54	  1.63
YML008C	ERG6	13	  2.59	  2.48
YNL233W	BNI4	14	  1.15	  1.04
YDR490C	PKH1	4	  0.93	  0.90
iOx399I		15	  0.78	  0.83
iGx553I		7	  0.72	
iEx036I		5	  1.09	  1.04
iAx113I		1	  1.01	  1.20
YHR145C		8	  1.59	  1.73
iOx065I		15	  1.16	  1.03
iKx142I		11	  2.89	  2.68
YDL205C	HEM3	4	  1.14	  1.12
iKx208I		11	  0.64	  0.48
YMR025W		13	  0.89	  0.87
iDx079I		4	  0.99	  1.08
YGR188C	BUB1	7	  0.97	  1.05
iJx185I		10	  2.34	  2.40
iPx291I		16	  2.37	  3.89
YBR039W	ATP3	2	  0.89	  0.95
iBx405I		2	  1.54	  1.80
YIL020C	HIS6	9	  0.72	  0.76
YDR222W		4	  0.55	  0.63
iPx357I		16	  0.69	  0.68
iLx434I		12	  0.69	  0.56
YLR068W		12	  0.93	  0.84
YMR026C	PEX12	13	  0.97	  0.96
iPx023I		16	  0.55	  0.48
iLx100I		12	  0.89	  1.02
YML009C	MRPL39	13	  2.97	  3.04
YNL234W		14	  0.77	  0.68
YDR491C		4	  0.52	  0.57
YER044C-A	MEI4	5	  1.01	  0.93
YHR080C		8	  0.68	  0.79
YDL140C	RPO21	4	  1.63	
iGx554I		7	  1.14	  1.23
iAx114I		1	  1.10	  1.08
iEx037I		5	  1.53	  1.01
YLR069C	MEF1	12	  0.65	  0.65
iKx143I		11	  0.62	
iGx220I		7	  1.01	  1.29
YMR294W	JNM1	13	  1.38	  1.35
iOx066I		15	  0.99	  1.29
YNL235C		14	  0.83	  0.68
iKx209I		11	  0.66	  1.06
YMR244C-A		13	  0.75	  0.61
YGR189C	CRH1	7	  0.74	  0.67
iJx186I		10	  0.68	  0.63
iBx340I		2	  1.04	  0.76
YMR295C		13	  0.95	  0.92
iPx292I		16	  2.30	  2.45
iBx406I		2	  0.97	  0.89
YDR223W		4	  0.90	  1.03
iPx358I		16	  0.78	  0.67
iLx435I		12	  0.42	
YHR146W		8	  1.74	  1.69
YDL206W		4	  1.57	  1.75
iPx024I		16	  0.95	  0.91
iLx101I		12	  0.94	  0.82
iGx555I		7	  0.43	  0.46
iAx115I		1	  0.94	  1.01
iEx038I		5	  0.91	  1.15
YHR147C	MRPL6	8	  1.42	  1.35
YDR224C	HTB1	4	  3.20	  3.17
iOx067I		15	  1.24	  1.20
iKx144I		11	  0.65	  0.60
iGx221I		7	  0.37	  0.37
YIL021W	RPB3	9	  0.63	  0.62
YMR027W	HRT2	13	  0.87	  0.76
YOR210W	RPB10	15	  0.64	  0.69
iJx187I		10	  0.69	  0.81
YDR492W		4	  0.60	  0.54
iBx341I		2	  2.11	  2.37
YMR296C	LCB1	13	  0.51	  0.51
iPx293I		16	  2.75	  3.84
iLx370I		12	  0.85	  0.72
YHR081W		8	  2.01	  1.86
YDL141W	BPL1	4	  2.63	  2.39
iBx407I		2	  1.09	  1.07
iPx359I		16	  0.79	
iLx436I		12	  1.07	  1.13
YDL207W	GLE1	4	  0.63	  0.59
YNL170W		14	  3.46	  2.87
iPx025I		16	  2.37	  2.95
iLx102I		12	  0.65	  0.77
YOR211C	MGM1	15	  1.10	  0.92
YNL236W	SIN4	14	  1.28	  1.35
iGx490I		7	  0.67	  0.65
iAx050I		1	  0.67	  0.71
YHR082C	KSP1	8	  1.19	  1.08
YDL142C	CRD1	4	  0.87	  0.89
iGx556I		7	  0.43	  0.46
iAx116I		1	  0.76	  0.75
iEx039I		5	  1.76	  1.69
YNL171C		14	  1.73	  1.99
iOx068I		15	  0.65	  0.77
iKx145I		11	  0.90	  0.90
iGx222I		7	  1.14	  1.31
YIL022W	TIM44	9	  0.53	  0.40
YMR028W	TAP42	13	  1.30	  1.46
YDR493W		4	  0.72	  0.72
iJx188I		10	  0.99	  1.18
iBx342I		2	  1.02	  0.96
iPx294I		16	 12.88	
iLx371I		12	  0.49	
YIR040C		9	  1.31	  1.21
iBx408I		2	  1.54	  1.60
YIL023C		9	  0.61	  0.51
YDR225W	HTA1	4	  2.87	  3.05
iLx437I		12	  0.79	  0.90
YHR148W	IMP3	8	  1.90	  1.31
YDL208W	NHP2	4	  0.60	  0.53
YMR029C		13	  1.43	  1.07
iPx026I		16	  1.34	  1.26
iLx103I		12	  3.82	  3.59
YNL237W	YTP1	14	  1.12	  0.96
iGx491I		7	  1.13	  1.03
iAx051I		1	  1.19	  1.19
iKx080I		11	  0.94	  0.92
iGx557I		7	  0.76	
iAx117I		1	  1.58	  1.45
YHR149C		8	  1.11	  1.32
iOx069I		15	  1.33	  1.49
iKx146I		11	  0.41	  0.41
iGx223I		7	  0.98	  1.08
YDL209C		4	  0.55	
YMR297W	PRC1	13	  0.77	  0.73
YOR212W	STE4	15	  0.55	  0.60
iJx189I		10	  0.89	  0.71
YDR494W		4	  1.46	  1.46
iBx343I		2	  0.92	  0.63
YDR160W	SSY1	4	  0.83	  0.85
iPx295I		16	  3.25	  2.89
iLx372I		12	  1.33	  1.25
YHR083W		8	  0.84	  0.87
YDL143W	CCT4	4	  0.63	  0.57
iBx409I		2	  0.73	  0.71
YIL024C		9	  0.67	  0.56
iLx438I		12	  1.35	  1.30
YDR226W	ADK1	4	  0.61	  0.73
YNL172W	APC1	14	  0.88	  0.90
iPx027I		16	  0.96	  0.90
iLx104I		12	  0.86	  0.96
YOR213C	SAS5	15	  0.64	  0.60
YNL238W	KEX2	14	  1.03	  0.99
YDR495C	VPS3	4	  0.82	  1.02
iGx492I		7	  1.38	  1.22
iAx052I		1	  0.45	  0.49
iKx081I		11	  1.03	  0.82
YDL144C		4	  0.38	  0.38
iGx558I		7	  0.81	  0.78
iAx118I		1	  1.69	  1.75
YNL173C	MDG1	14	  0.57	  0.46
iKx147I		11	  0.62	
iGx224I		7	  0.80	  0.72
YMR298W		13	  1.43	  1.40
YIR041W				  0.83
iMx330I		13	  2.36	  2.56
YOL130W	ALR1	15	  0.53	  0.60
iBx344I		2	  2.04	  2.29
YMR299C		13	  1.30	  1.27
YDR161W	TCI1	4	  1.95	  2.02
iBx010I		2	  1.02	  0.96
iPx296I		16	  6.69	  4.28
YHR084W	STE12	8	  0.79	  0.82
YIR042C		9	  1.03	  1.02
YIL025C		9	  0.65	  0.68
YDR227W	SIR4	4	  0.98	  0.93
iLx439I		12	  1.03	  1.16
iLx105I		12	  0.82	  0.77
iPx028I		16	  1.51	  1.39
YOR214C		15	  0.60	  0.59
YNL239W	LAP3	14	  0.44	
YDR496C		4	  0.57	  0.50
iGx493I		7	  0.90	  0.82
iAx053I		1	  1.55	  1.52
YDR162C	NBP2	4	  1.32	  1.53
iKx082I		11	  0.69	  0.67
YDL145C	COP1	4	  0.93	  0.86
iAx119I		1	  1.51	  1.78
iGx559I		7	  0.46	  0.46
YDR228C	PCF11	4	  1.32	  1.24
iKx148I		11	  0.45	  0.43
iGx225I		7	  0.75	  0.99
iMx331I		13	  0.78	  0.68
YOL131W		15	  0.58	  0.51
iBx345I		2	  0.96	
iBx011I		2	  1.94	
iPx297I				  5.46
iLx374I		12	  0.80	  0.90
YHR085W		8	  1.13	  1.23
iLx040I		12	  2.24	  2.30
YIL026C	IRR1	9	  0.74	  0.71
YNL174W		14	  0.67	  0.53
iPx029I		16	  1.33	  1.36
iLx106I		12	  1.40	
YOR215C		15	  0.64	  0.59
YDR497C	ITR1	4	  0.51	  0.62
YDL080C	THI3	4	  0.74	  0.66
iGx494I		7	  0.44	  0.46
iAx054I		1	  1.73	
iKx083I		11	  0.53	  0.53
iGx160I		7	  0.75	  0.89
YNL175C		14	  0.54	  0.47
iKx149I		11	  0.70	  0.70
iGx226I		7	  0.85	  0.88
YER120W	SCS2	5	  1.00	  0.85
iMx332I		13	  0.57	  0.65
YOL132W		15	  0.52	  0.53
iBx280I		2	  1.65	  1.83
iBx346I		2	  0.85	  0.75
iBx012I		2	  0.52	  0.47
iPx298I		16	  8.75	
YDR163W		4	  1.37	  1.43
YIR044C		9	  1.08	  0.93
YDL146W		4	  1.19	  1.20
iLx041I		12	  1.35	  1.63
YIL027C		9	  0.79	  0.82
YDR229W		4	  0.68	  0.67
iLx107I		12	  1.22	  1.33
YBL005W-A		2	  1.04	  1.05
YOR216C	RUD3	15	  0.49	  0.48
YJR001W		10	  8.94	  9.69
YBL005W-B		2	  1.64	  1.61
YDR498C	SEC20	4	  0.66	  0.60
YDL081C	RPP1A	4	  1.29	  1.27
iGx495I		7	  0.62	
iAx055I		1	  0.89	  0.79
YDR164C	SEC1	4	  1.11	  1.26
iKx084I		11	  0.69	  0.71
iGx161I		7	  0.77	  0.65
YNL176C		14	  0.85	  0.84
iGx227I		7	  1.12	  1.11
YER121W				  0.84
iMx333I		13	  1.16	  1.05
YOR150W	MRPL23	15	  1.22	  1.29
YKL210W	UBA1	11	  0.91	  1.00
YOL133W	HRT1	15	  0.57	  0.52
iBx281I		2	  0.66	  0.61
iBx347I		2	  1.00	  0.96
iPx299I				  2.49
YHR087W		8	  0.85	  0.81
iLx376I		12	  1.12	  1.20
iBx013I		2	  0.77	  0.79
iDx530I		4	  1.01	  0.90
YDL147W	RPN5	4	  0.49	  0.39
YER122C	GLO3	5	  0.86	  0.82
iLx042I		12	  1.21	  1.24
YOR151C	RPB2	15	  0.84	  0.87
YKL211C	TRP3	11	  0.71	  0.85
YOL134C		15	  0.40	  0.39
iLx108I		12	  1.05	  1.09
YJR002W	MPP10	10	  5.53	  5.23
iGx496I		7	  1.35	  1.55
iAx056I		1	  0.57	  0.69
iKx085I		11	  0.89	  0.61
iGx162I		7	  0.85	  0.68
YDL148C		4	  0.74	  0.69
YNL177C		14	  1.54	  1.59
iGx228I		7	  1.79	  2.06
iMx334I		13	  1.15	  0.85
YJR003C		10	  6.21	  6.41
YIL028W		9	  0.91	  0.82
iBx282I		2	  0.82	  0.64
YOR217W	RFC1	15	  1.16	  1.11
YDL082W	RPL13A	4	  1.34	  1.25
YDR499W		4	  1.37	  1.48
iBx348I		2	  1.31	  1.48
YHR088W		8	  0.96	  0.84
YDR165W		4	  2.69	  2.40
iLx377I		12	  1.56	  1.49
iBx014I		2	  0.90	  0.91
iDx531I		4	  0.65	  0.53
iHx120I				  0.85
iLx043I		12	  1.61	  1.77
YIL029C		9	  1.15	  1.05
YOR152C		15	  0.86	
YOL135C	MED7	15	  0.77	  0.69
iLx109I		12	  1.03	  1.29
YOR218C		15	  1.81	  1.97
YDL083C	RPS16B	4	  0.74	  0.74
iGx497I		7	  0.76	  0.77
iAx057I		1	  0.64	  0.65
YHR089C	GAR1	8	  1.07	  1.04
YDR166C	SEC5	4	  1.03	  1.32
iKx086I		11	  0.81	  0.71
iGx163I		7	  0.70	  0.68
iGx229I		7	  0.46	  0.47
YEL040W	UTR2	5	  0.96	  0.99
YER123W	YCK3	5	  0.60	  0.56
iMx335I		13	  0.77	  0.74
YJR004C				  2.27
iMx001I		13	  1.34	  1.43
YKL212W	SAC1	11	  0.63	  0.65
YPR110C	RPC40	16	  0.86	  0.90
iBx283I		2	  0.82	  0.88
iBx349I		2	  0.92	  0.88
iLx378I		12	  0.75	  0.84
iBx015I		2	  0.45	
iDx532I		4	  0.55	  0.54
YDL149W	AUT9	4	  1.11	  0.98
YER124C		5	  0.85	  0.84
YOL070C		15	  1.28	  1.25
iLx044I		12	  1.77	  2.18
iHx121I		8	  0.86	  0.87
YNL178W	RPS3	14	  0.78	
YKL213C	DOA1	11	  0.60	  0.66
YOL136C	PFK27	15	  0.74	  0.68
YOR219C	STE13	15	  1.16	  1.21
iGx498I		7	  0.68	  0.69
iAx058I		1	  0.72	  0.76
YJL190C	RPS22A	10	  0.66	  0.71
iKx087I		11	  0.52	  0.44
iGx164I		7	  0.76	  0.81
iMx270I		13	  1.64	  1.94
YNL179C		14	  0.67	  0.52
YEL041W		5	  0.97	  1.04
iMx336I		13	  1.27	  1.16
iMx002I		13	  1.44	  1.42
YOR153W	PDR5	15	  0.81	  0.77
iBx284I		2	  0.86	  0.95
YDL084W	SUB2	4	  1.16	  1.30
iBx016I		2	  0.67	  0.72
iLx379I		12	  0.51	  0.50
YDR167W	TAF25	4	  0.66	  0.51
iDx533I		4	  1.10	  1.08
iLx045I		12	  0.71	  0.62
iHx122I		8	  1.87	  2.04
YKL214C		11	  0.57	  0.44
YJR005W	APL1	10	  2.25	  2.51
YAL035C-A		1	  3.55	  3.20
iGx499I		7	  1.26	  1.46
iAx059I		1	  0.69	  0.68
YPR111W	DBF20	16	  1.23	  1.13
iKx088I		11	  0.61	  0.59
iGx165I		7	  0.55	  0.55
iMx271I		13	  0.76	  0.75
YEL042W	GDA1	5	  0.97	
YER125W	RSP5	5	  0.93	  0.93
iMx337I		13	  0.65	  0.63
YOL071W		15	  1.95	  1.63
iOx520I		15	  0.56	  0.73
iMx003I		13	  0.85	  0.98
YOR154W		15	  1.43	  1.40
YPR112C	MRD1	16	  0.77	  0.85
YOL137W		15	  1.16	  1.13
iBx285I		2	  0.93	  0.93
YDL085W		4	  0.77	  0.82
iBx017I		2	  1.13	  1.12
YDR168W	CDC37	4	  1.94	  1.73
YJL191W	RPS14B	10	  0.88	  0.77
YER126C		5	  1.23	  1.06
iLx046I		12	  0.47	  0.49
iHx123I		8	  1.10	  1.02
iDx200I		4	  0.89	  0.87
YOR155C		15	  1.49	  1.38
YKL215C		11	  0.99	  1.11
YOL138C		15	  1.11	  0.93
YJR006W	HYS2	10	  1.77	  1.95
YDR169C	STB3	4	  1.32	  1.25
YJL192C		10	  0.97	  0.89
iKx089I		11	  1.67	  2.04
iGx166I		7	  0.67	  0.60
YER060W				  1.02
iMx272I		13	  0.44	
YEL043W		5	  0.60	  0.57
iMx338I		13	  1.34	  1.19
YOL072W		15	  0.93	  0.89
iOx521I		15	  0.83	  0.74
iMx004I		13	  1.13	  1.37
iBx286I		2	  1.13	  1.02
YDL086W		4	  0.48	  0.55
YER061C	CEM1	5	  0.67	  0.68
iBx018I		2	  0.89	  0.81
YOR090C	PTC5	15	  0.69	  0.69
iDx535I		4	  0.61	  0.70
YOL073C		15	  0.61	  0.58
iLx047I		12	  0.63	  0.57
iHx124I		8	  0.66	  0.66
iDx201I		4	  0.51	  0.54
YOR156C	NFI1	15	  0.86	  0.77
iNx230I		14	  1.17	  1.24
YOL139C	CDC33	15	  1.41	  1.37
YFL001W	DEG1	6	  7.10	
YJR007W	SUI2	10	  3.12	  3.37
YPL030W		16	  0.64	  0.66
YDL087C	LUC7	4	  0.53	  0.48
YPR113W	PIS1	16	  0.55	  0.47
iGx167I		7	  0.98	  0.82
iMx273I		13	  0.54	  0.63
YEL044W		5	  0.81	  0.78
YFL002C	SPB4	6	  9.42	 11.92
iMx339I		13	  0.92	  1.04
YKL150W	MCR1	11	  1.08	  1.12
YER127W	LCP5	5	  0.58	  0.57
YPL031C	PHO85	16	  0.47	  0.39
iOx522I		15	  0.75	  0.76
iMx005I		13	  1.18	  1.23
YKL216W	URA1	11	  1.32	  1.25
iBx287I		2	  1.41	  1.58
iDx470I		4	  0.85	  0.77
YER062C	HOR2	5	  0.55	  0.55
YEL045C		5	  0.82	  0.77
iBx019I		2	  1.92	  2.00
iDx536I		4	  1.98	  1.84
YJL193W		10	  0.89	  0.88
YKL151C		11	  0.59	  0.62
iLx048I		12	  1.66	  1.98
iHx125I		8	  0.68	  0.70
iDx202I		4	  0.47	  0.38
YOR157C	PUP1	15	  0.53	  0.52
YJR008W		10	  4.84	  7.08
YDL088C	ASM4	4	  0.74	  0.71
YPR114W		16	  0.43	  0.50
iGx168I		7	  1.09	  1.14
iMx274I		13	  0.69	  0.74
YLR460C		12	  0.80	  0.72
YFL003C	MSH4	6	  6.45	  6.41
YOR091W		15	  0.52	  0.52
YER128W		5	  0.57	  0.61
YJR009C	TDH2	10	  0.90	  0.89
YPL032C	SVL3	16	  0.92	  0.94
iOx523I		15	  1.47	  1.60
iMx006I		13	  0.58	  0.59
YKL217W	JEN1	11	  0.80	
iBx288I		2	  0.63	  0.67
iDx471I		4	  1.26	  1.42
iHx060I		8	  5.12	  6.42
YEL046C	GLY1	5	  0.67	  0.74
iDx537I		4	  1.31	  1.36
YJL194W	CDC6	10	  0.87	  0.95
YKL152C	GPM1	11	  0.92	  0.95
YOL075C		15	  1.13	  1.24
iLx049I		12	  0.64	  0.59
iHx126I		8	  0.54	  0.46
iDx203I		4	  0.46	  0.46
YFR020W		6	  1.09	  1.00
iNx232I		14	  0.44	  0.46
YKL218C	SRY1	11	  0.99	  0.84
iCx180I		3	  0.55	  0.52
YPR115W		16	  0.84	  0.73
YJL195C		10	  0.76	  0.71
iGx169I		7	  0.63	  0.55
iMx275I		13	  1.04	  0.97
YER063W	THO1	5	  0.60	  0.57
YOR092W	ECM3	15	  1.01	  0.99
YER129W	PAK1	5	  1.05	  0.98
YPR050C		16	  0.54	  0.50
YPL033C		16	  2.34	  2.16
iOx524I		15	  0.55	  0.62
iMx007I		13	  0.63	
YOR158W	PET123	15	  0.68	  0.64
iBx289I		2	  0.90	
iDx472I		4	  0.81	  0.83
YER064C		5	  0.84	  0.76
YDL089W		4	  1.04	  1.13
iHx061I				  4.46
YEL047C		5	  0.83	  0.86
YOR093C		15	  0.99	  0.97
iDx538I		4	  0.67	  0.61
YGL230C		7	  1.72	  1.52
iDx204I		4	  0.88	  0.87
YOR159C	SME1	15	  1.20	  1.19
YFR021W		6	  0.84	  0.84
iNx233I		14	  0.92	
iJx310I		10	  1.27	  0.91
YLR461W	PAU4	12	  1.76	  1.58
YFL004W		6	  3.67	  3.87
iCx181I		3	  0.66	  0.71
YPR116W		16	  0.45	  0.48
YJL196C	ELO1	10	  0.74	  0.84
YKL153W		11	  0.77	  0.74
YOL076W	MDM20	15	  1.16	  1.13
iOx525I		15	  1.73	  1.68
iMx008I		13	  0.62	  0.57
YKL219W	COS9	11	  0.92	  0.93
iDx473I		4	  0.87	  0.90
YER065C	ICL1	5	  1.20	  1.45
iHx062I		8	  6.81	  7.65
YEL048C		5	  0.81	  0.74
iDx539I		4	  0.91	  0.83
YGL231C		7	  1.48	  1.41
YOL077C		15	  0.88	  0.86
iHx128I				  0.50
iDx205I		4	  2.14	  1.79
YFR022W		6	  1.36	  1.39
iNx234I		14	  0.72	  0.63
iJx311I		10	  0.99	  1.21
YLR462W		12	  1.13	  1.00
YFL005W				  1.24
YPR051W	MAK3	16	  0.66	  0.58
YPL034W		16	  1.26	  1.29
iCx182I		3	  0.85	  0.92
YPR117W		16	  1.16	  1.16
iMx277I		13	  0.40	  0.40
YLR463C		12	  1.24	  1.14
iOx460I		15	  0.84	  0.80
iIx020I		9	  0.89	  0.94
YOR094W	ARF3	15	  0.75	  0.74
YPR052C	NHP6A	16	  0.73	  0.65
YKL154W	SRP102	11	  1.18	  1.13
YPL035C		16	  1.23	  1.15
iOx526I		15	  0.52	  0.70
iMx009I		13	  1.13	  1.26
iDx474I		4	  1.10	  1.15
iHx063I		8	  8.19	
iDx140I		4	  0.43	
YOR095C	RKI1	15	  0.46	  0.45
YJL197W	UBP12	10	  0.86	  0.81
YKL155C		11	  1.55	  1.44
iHx129I		8	  0.45	
iDx206I		4	  1.93	
YBR100W		2	  2.28	  2.47
YFR023W	PES4	6	  1.78	  1.66
iNx235I				  0.52
iJx312I		10	  1.84	  2.12
YFL006W		6	  1.71	  1.77
iCx183I		3	  0.93	  0.91
YPR118W		16	  0.80	  0.86
YAL060W		1	  0.62	  0.70
iMx278I		13	  0.61	  1.01
YER066W		5	  0.81	  0.80
YBR101C		2	  1.15	  1.25
YEL049W	PAU2	5	  1.47	  1.63
YFR024C		6	  1.06	  1.01
iOx461I		15	  1.00	  1.42
iIx021I		9	  0.81	  0.76
YLR130C	ZRT2	12	  1.56	  1.74
YGL232W		7	  1.61	  1.38
YPR053C		16	  0.94	  0.83
YOL078W		15	  1.04	  1.06
iOx527I		15	  0.83	  0.84
iDx475I		4	  1.90	  1.90
iHx064I		8	  3.11	  3.65
iDx141I		4	  2.08	  2.18
YGR250C		7	  0.95	  0.95
YJL198W		10	  0.65	  0.67
iNx170I		14	  0.93	  0.93
iDx207I		4	  1.37	  1.41
iNx236I		14	  0.72	  0.61
iJx313I		10	  1.45	  1.65
YLR464W		12	  1.18	  1.03
YFL007W	BLM3	6	  1.56	  1.67
YPL036W	PMA2	16	  0.82	  0.90
iCx184I		3	  1.58	  1.64
YPR119W	CLB2	16	  0.90	  0.89
YJL199C		10	  0.86	  0.77
YAL061W		1	  0.52	  0.47
iMx279I		13	  0.98	  0.93
YER067W		5	  0.63	  0.50
YKL090W		11	  0.49	  1.28
YFR025C	HIS2	6	  0.81	  0.75
YBR102C	EXO84	2	  0.60	  0.60
YLR465C		12	  1.17	  1.14
iOx462I		15	  0.51	  0.38
iIx022I		9	  3.80	  3.67
YOR096W	RPS7A	15	  0.74	  0.79
YLR131C	ACE2	12	  0.71	  0.72
YGL233W	SEC15	7	  0.79	  0.73
YKL156W	RPS27A	11	  1.47	  1.36
YOL079W		15	  0.87	  0.87
YPL037C	EGD1	16	  0.68	  0.63
iOx528I		15	  1.03	  0.98
iDx476I		4	  1.69	  1.85
YKL091C		11	  0.62	  0.64
iHx065I		8	  2.22	  2.17
iDx142I		4	  0.80	  0.91
YOR097C		15	  1.52	  1.57
iNx171I		14	  1.49	  1.54
iDx208I		4	  0.90	  0.86
iNx237I		14	  0.56	  0.56
iJx314I		10	  0.51	  0.91
YFL008W	SMC1	6	  1.07	  1.10
iPx420I		16	  0.83	  0.82
YPR054W	SMK1	16	  0.54	  0.52
iCx185I		3	  0.53	  0.46
YAL062W	GDH3	1	  0.66	  0.73
YER068W	MOT2	5	  0.46	  0.45
YFR026C		6	  0.93	  0.85
iOx463I		15	  1.12	  1.20
iIx023I		9	  1.08	  1.08
YGR251W		7	  4.19	  6.19
iEx100I		5	  8.78	  9.61
YLR132C		12	  0.59	  0.52
YGL234W	"ADE5,7"	7	  0.69	  0.60
YKL157W	APE2	11	  0.83	  0.62
iOx529I		15	  0.68	  0.71
YAL063C	FLO9	1	  1.14	  1.09
iDx477I		4	  1.66	
YKL092C	BUD2	11	  1.07	  0.78
iHx066I		8	  2.16	  2.33
iDx143I		4	  0.70	  0.62
YOR098C	NUP1	15	  0.98	  1.15
iNx172I		14	  0.93	
YBL020W	RFT1	2	  0.95	  0.83
iDx209I		4	  1.10	  1.11
YBR103W		2	  0.54	  0.53
iNx238I		14	  1.54	  1.59
iJx315I		10	  1.06	  1.31
YLR466W	YRF1-4	12	  1.39	  1.21
YFL009W	CDC4	6	  0.96	  1.03
iPx421I		16	  0.98	  0.97
YPR055W	SEC8	16	  0.65	  0.62
YPL038W	MET31	16	  0.94	  0.94
iCx186I		3	  0.79	  0.85
YBL021C	HAP3	2	  0.70	  0.52
YER069W	"ARG5,6"	5	  0.76	  0.70
YLL050C	COF1	12	  0.92	  0.79
iOx464I		15	  0.56	  0.59
iIx024I		9	  0.87	  0.79
YGR252W	GCN5	7	  1.19	  1.19
iEx101I		5	  1.54	
YHR210C		8	  0.68	  0.67
YGL235W		7	  0.97	  0.84
YKL158W		11	  0.48	  0.44
iOx130I		15	  0.84	  0.86
iDx478I		4	  1.42	  1.36
YGL170C		7	  1.18	  1.31
iHx067I		8	  2.07	  2.26
iDx144I		4	  0.56	  0.59
YGR253C	PUP2	7	  1.43	  1.19
iNx173I		14	  1.01	  1.15
iJx250I		10	  0.92	
YKL159C	RCN1	11	  0.88	  0.96
YGL236C	MTO1	7	  0.85	  0.85
YBR104W	YMC2	2	  1.08	  1.10
iNx239I		14	  0.71	  0.69
iJx316I		10	  0.75	  0.68
YFR027W	ECO1	6	  0.87	  0.78
YLR467W	YRF1-5	12	  1.48	  1.27
YLR133W	CKI1	12	  0.69	  0.63
YPR056W	TFB4	16	  0.59	  0.63
iPx422I		16	  1.62	  1.00
YPL039W		16	  0.82	  0.82
iCx187I		3	  1.29	  1.34
YAL064W		1	  1.12	  1.12
YBL022C	PIM1	2	  0.82	  0.75
YKL093W	MBR1	11	  2.00	  2.01
YFR028C	CDC14	6	  0.71	
YBR105C	VID24	2	  0.68	
YLL051C	FRE6	12	  0.99	  0.96
iOx465I		15	  0.94	  1.00
iIx025I		9	  1.16	  1.12
YOR099W	KTR1	15	  0.60	  0.57
iEx102I		5	  2.73	  3.16
iOx131I		15	  0.37	  0.38
YAL065C		1	  1.10	  1.03
iDx479I		4	  1.19	  1.01
iHx068I		8	  1.13	
iDx145I		4	  1.00	  0.88
iNx174I		14	  0.71	  0.62
iJx251I		10	  0.86	  0.92
YGL237C	HAP2	7	  1.91	  2.12
iJx317I		10	  0.83	  0.83
YHR211W	FLO5	8	  1.06	  1.08
iPx423I		16	  1.28	  1.17
YLR134W	PDC5	12	  0.80	  0.79
YPR057W	BRR1	16	  0.89	  0.89
iLx500I		12	  1.09	  0.98
iCx188I		3	  0.96	  0.97
YNL300W		14	  1.01	  1.01
YBL023C	MCM2	2	  2.27	  2.52
YGL171W	ROK1	7	  0.68	  0.69
YKL094W	YJU3	11	  1.35	  1.38
YLL052C	AQY2	12	  1.19	  1.20
iOx466I		15	  0.92	  0.76
iIx026I		9	  1.37	  1.70
YGR254W	ENO1	7	  0.70	  0.72
