INAME	GENE	CHROMO	SIMR_UP2_226	SIMR_UP2_187FR
iJx246I			4.33	0.36
iBx400I			0.68	1.52
YHR140W			1.39	0.78
iPx352I			0.43	1.68
YLR063W			1.01	1.15
YMR021C	MAC1		1.94	0.59
YML004C	GLO1		2.92	0.4
iPx418I			0.56	1.82
YLR129W	DIP2		1.77	0.76
YHR206W	SKN7		1.37	0.82
YLR398C	SKI2		0.57	1.38
YBR035C	PDX3		0.69	1.46
iOx395I			0.63	1.37
YBL018C	POP8		1.8	0.55
iEx032I			0.65	1.12
YHR141C	RPL42B		0.69	1.46
YKL089W	MIF2		0.51	2.2
YGL166W	CUP2		0.6	1.68
iOx061I			0.53	1.31
YGR249W	MGA1		1.23	0.98
YHR207C			2.54	0.53
YNL230C	ELA1		0.68	1.68
iOx127I			0.84	1.36
iKx204I			0.55	1.67
iDx075I			0.7	1.59
YGR184C	UBR1		0.82	0.86
iJx181I			1.1	0.69
YGL167C	PMR1		1.18	0.62
YMR290C	HAS1		1.15	0.81
iJx247I			1.05	0.94
iBx401I			2.31	0.53
iPx353I			0.43	1.61
iLx430I			0.82	1.14
YLR064W			1.79	0.63
YDL201W			1.18	0.86
YLL047W			0.51	1.4
iPx419I			0.43	1.89
YLR399C	BDF1		0.48	2.25
YBR036C	CSG2		0.84	1.04
iAx110I			0.84	1.13
iOx396I			0.52	1.81
iGx550I			3.53	0.26
iEx033I			0.58	2.06
YLR065C			2.55	0.37
iOx062I				1.04
YLL048C	YBT1		0.67	1.15
YNL231C	PDR16		2.74	0.31
iOx128I			0.93	1.11
iKx205I			0.5	1.58
YMR022W	QRI8		2.3	0.35
YML005W			2.92	0.33
iDx076I			0.59	1.98
YGR185C	TYS1		0.46	1.98
iJx182I			0.54	1.44
iJx248I			1.01	0.91
iBx402I			3.04	0.38
YBL019W	APN2		1.69	0.62
iLx431I			0.85	0.73
iPx354I			0.58	1.21
YHR142W	CHS7		0.67	1.81
YDL202W	MRPL11		0.6	1.21
YMR023C	MSS1		2.51	0.43
iPx020I			1.51	0.61
YML006C	GIS4		2.69	0.33
YHR208W	BAT1		0.68	1.76
YBR037C	SCO1		0.59	1.61
iAx111I			1.68	0.67
iEx034I			0.85	0.69
iOx397I			3.13	0.38
iGx551I			3.32	0.27
YDR220C				2.11
YGL168W			2.47	0.53
iOx063I			0.83	1.32
iKx140I			0.54	1.64
YDL203C			1.3	0.63
YMR291W			0.91	0.96
iOx129I			1.13	0.94
iKx206I			1.86	0.55
iDx077I			0.59	1.6
iJx183I			0.8	0.82
iJx249I			1.71	0.45
iBx403I			1.56	0.65
iPx355I			2.14	0.3
iLx432I			0.77	1.08
YLR066W	SPC3		4.92	0.24
YHR143W			0.74	1.35
YLL049W			1.04	1.07
iPx021I			1.25	0.63
YHR209W			1.46	0.72
YNL232W	CSL4		4.49	0.23
iAx112I			1.39	0.89
iOx398I			1.02	1.25
iGx552I			0.83	1.11
YGR186W	TFG1		1.41	0.81
iEx035I			0.92	1.17
YHR144C	DCD1		0.97	1.24
YGL169W	SUA5		1.78	0.6
iOx064I			0.49	1.65
iKx141I			0.4	2.17
YMR292W	GOT1		2.11	0.48
iKx207I			0.53	1.9
YMR024W	MRPL3		0.77	1.6
YML007W	YAP1		3.85	0.28
iDx078I			0.6	1.63
YGR187C	HGH1		1.62	0.7
iJx184I			0.62	1.17
YMR293C			1.77	0.69
YBR038W				0.87
iPx290I			0.68	1.13
iBx404I			0.76	1.36
YDR221W			0.67	1.92
iPx356I			0.4	1.6
iLx433I			0.57	1.42
YDL204W			1.3	0.67
iPx022I			0.94	1.18
YML008C	ERG6		1.72	0.49
YNL233W	BNI4		0.81	0.82
YDR490C	PKH1		0.63	1.65
iEx036I			0.97	0.67
iOx399I			1.7	0.7
iGx553I			0.62	1.34
iAx113I			1.07	
YHR145C			2.07	0.78
iOx065I			1.05	0.9
iKx142I			4.69	0.29
YDL205C	HEM3		1.68	0.83
iKx208I			0.46	2.24
YMR025W			1.08	0.7
iDx079I			0.78	0.81
YGR188C	BUB1		0.64	1.34
iJx185I			2.46	0.25
iPx291I			3.93	0.22
YBR039W	ATP3		1.07	0.92
iBx405I			2.33	0.51
YIL020C	HIS6		0.71	1.37
YDR222W			0.98	1.17
iPx357I			0.65	1.21
iLx434I			0.44	2.09
YLR068W			0.89	1.12
YMR026C	PEX12		1.03	0.97
iPx023I			0.38	1.88
iLx100I			0.6	1.37
YML009C	MRPL39		2.88	0.27
YNL234W			0.68	1.67
YDR491C			0.49	1.87
YER044C-A	MEI4		0.56	1.56
YHR080C			0.65	1.46
YDL140C	RPO21		1.38	
iGx554I			0.76	0.95
iAx114I			0.94	0.46
iEx037I			0.84	0.85
YLR069C	MEF1		0.79	1.5
iOx066I				0.61
iKx143I			0.61	1.67
YMR294W	JNM1		1.36	0.65
iGx220I			1.89	0.56
YNL235C			0.77	1.45
iKx209I			0.53	1.55
YMR244C-A			0.46	1.77
YGR189C	CRH1		0.69	1
iJx186I			0.45	1.67
iBx340I			0.52	2.03
YMR295C			1	0.9
iPx292I			1.08	0.94
iBx406I			0.83	1.29
YDR223W			0.6	1.56
iPx358I			0.54	1.85
iLx435I			0.55	1.86
YHR146W			0.79	1.35
YDL206W			1.78	0.81
iPx024I			0.67	1.51
iLx101I			0.47	1.47
iEx038I			1.34	0.65
YHR147C	MRPL6		1.17	0.91
YDR224C	HTB1		1.33	0.81
iOx067I			0.9	0.97
iKx144I			0.64	1.6
iGx221I			0.59	1.51
YIL021W	RPB3		0.77	1.56
YMR027W	HRT2		0.84	0.77
YOR210W	RPB10		0.78	1.09
iJx187I			0.8	1.26
YDR492W			0.59	2.02
iBx341I			2.93	0.52
YMR296C	LCB1		0.54	1.7
iPx293I			2.02	0.46
iLx370I			0.77	1.33
YHR081W			1.05	0.94
YDL141W	BPL1		3.88	0.33
iBx407I			0.93	1.37
iPx359I			0.67	1.29
iLx436I			1.55	0.62
YDL207W	GLE1		0.76	0.79
YNL170W			3.79	0.3
iPx025I			2.2	0.34
iLx102I			1.63	0.58
YOR211C				0.71
YNL236W				0.7
iAx050I			1.15	0.96
iGx490I			0.46	1.42
YHR082C	KSP1		0.73	1.38
YDL142C	CRD1		0.85	1.08
iAx116I			2.11	0.75
iEx039I			1.62	0.84
YNL171C			3.26	0.28
iOx068I			0.84	1.07
iKx145I			0.48	1.61
iGx222I			1.85	0.44
YIL022W	TIM44		0.54	1.87
YMR028W				0.33
iJx188I			0.93	0.99
YDR493W			0.81	1.18
iBx342I			0.99	1.11
iPx294I			3.3	0.21
iLx371I			0.55	1.43
YIR040C			1.19	1.09
iBx408I			3.09	0.34
YIL023C			0.63	1.64
YDR225W	HTA1		1.66	0.61
iLx437I			1.75	0.66
YHR148W	IMP3		1.75	0.58
YDL208W	NHP2		1.06	0.76
YMR029C			2.79	0.35
iPx026I			0.73	1.49
iLx103I			5.2	0.17
YNL237W	YTP1		1.1	1.07
iAx051I			1.16	0.64
iGx491I			1.04	0.87
iKx080I			1.13	0.94
iGx557I			0.66	1.42
YHR149C			1.73	0.77
iGx223I				0.65
iOx069I			1.67	0.59
iKx146I			0.6	1.48
YDL209C			0.63	1.72
YMR297W	PRC1		1.12	0.81
YOR212W	STE4		1.02	1.03
iJx189I			0.7	1.08
YDR494W			2.2	0.4
iBx343I			0.94	1.11
YDR160W	SSY1		0.83	1.1
iPx295I			1.46	0.56
iLx372I			1.72	0.52
YHR083W			0.42	2.26
YDL143W	CCT4		0.71	1.3
iBx409I			0.53	1.67
YIL024C			0.65	1.63
iLx438I			1.21	0.79
YDR226W	ADK1		0.55	1.59
YNL172W	APC1		1.25	0.6
iPx027I			0.47	1.51
iLx104I			0.99	0.86
YOR213C	SAS5		1.51	0.87
YNL238W	KEX2		1.09	1.08
YDR495C	VPS3		2.26	0.36
iAx052I			0.65	1.38
iGx492I			1.27	0.8
iKx081I			1	1
YDL144C			0.47	1.4
iGx558I			0.56	1.4
YNL173C	MDG1		0.49	1.44
iKx147I			0.59	1.55
YMR298W			2.16	0.47
iGx224I			1.05	1.07
iMx330I			4.05	0.28
YIR041W			1.79	0.82
YOL130W	ALR1		0.72	1.49
iBx344I			3.05	0.28
YMR299C			1.99	0.5
YDR161W	TCI1		3.74	0.29
iBx010I			0.94	0.93
iPx296I			1.46	0.48
iLx373I			2.93	0.27
YHR084W	STE12		0.79	1.44
YIR042C			1.07	0.86
YIL025C			0.7	1.25
iLx439I			1.08	0.74
iPx028I			0.57	1.7
iLx105I			1.14	0.85
YOR214C			1.1	0.82
YNL239W	LAP3		0.54	2.57
YDR496C			0.64	1.8
iAx053I			2.45	0.4
iGx493I			1.09	0.72
YDR162C	NBP2		3.06	0.36
iKx082I			0.62	1.42
YDL145C	COP1		1.54	0.66
iGx559I			0.45	1.63
YDR228C	PCF11		1.87	0.55
iKx148I			0.47	1.97
iGx225I			0.98	1.2
iMx331I			0.49	1.85
YOL131W			0.58	1.91
iBx345I			0.73	1.47
iBx011I			0.63	1.83
iPx297I			1.55	0.51
iLx374I			0.89	1.16
YHR085W			0.61	1.62
YIR043C			1.15	1.11
iLx040I			1.88	0.51
YIL026C	IRR1		0.87	1.04
YNL174W			0.45	1.82
iPx029I				1.04
iLx106I			1.49	
YOR215C			0.66	1.39
YDR497C	ITR1		0.59	
YDL080C	THI3		0.73	1.4
iAx054I				0.29
iGx494I			0.43	1.77
iKx083I			0.41	1.94
iGx160I			0.65	1.3
YNL175C			0.39	1.91
iKx149I			0.59	1.44
iGx226I			1.07	1.07
YER120W	SCS2		0.7	1.27
iMx332I			0.7	1.69
YOL132W			0.59	1.9
iBx280I			2.15	0.51
iBx346I			0.9	0.94
iBx012I			0.54	2.01
iPx298I			2.07	0.28
iLx375I			1.06	0.74
YHR086W	NAM8		0.72	1.36
YDR163W			1.87	0.58
YIR044C			1.05	1.01
YDL146W			1.6	0.61
iLx041I			1.74	0.6
YIL027C			1.81	0.62
YDR229W			0.7	1.68
iLx107I			0.99	1.41
YBL005W-A			1.09	1.15
YOR216C	RUD3		0.51	1.67
YJR001W			1.47	0.71
YBL005W-B			1.69	0.78
YDR498C	SEC20		0.47	1.79
YDL081C	RPP1A		1.2	0.81
iAx055I			0.89	1.15
iGx495I			0.43	1.51
YDR164C	SEC1		1.06	0.81
iKx084I			0.7	0.96
iGx161I			0.7	1.53
YNL176C			0.86	1.54
iGx227I			1.83	0.62
YER121W			1.13	0.86
iMx333I				0.72
YOR150W	MRPL23		1.42	0.7
YKL210W	UBA1		1.14	0.8
YOL133W	HRT1		0.53	1.63
iBx281I			0.63	
iBx347I			1.31	0.98
iLx376I			1.27	0.76
iPx299I			1.38	0.5
YHR087W			0.76	0.98
iBx013I			0.53	
iDx530I			0.58	
YDL147W	RPN5		0.55	1.66
YER122C	GLO3		0.73	1.42
iLx042I			1.24	0.72
YOR151C	RPB2		0.72	1.19
YKL211C	TRP3		0.9	1.37
YOL134C			0.62	1.55
iLx108I			1.16	1.29
YJR002W	MPP10		2.6	0.39
iAx056I			0.94	1.01
iGx496I			2.31	0.5
iKx085I			0.42	1.8
YDL148C			1.22	0.7
iGx162I			0.49	1.84
YNL177C			1.91	0.56
iGx228I			2.09	0.42
iMx334I			0.59	1.63
YJR003C			3.24	0.3
YIL028W			0.91	0.89
iBx282I			0.51	1.62
YOR217W	RFC1		1.45	0.64
iBx348I			1.41	1
YDL082W	RPL13A		1.99	0.58
YDR499W			2.13	0.4
iLx377I			1.48	0.8
YHR088W			2.03	0.44
YDR165W			1.08	0.55
iBx014I			0.98	1.15
iDx531I			0.49	1.84
iLx043I			2.02	0.52
iHx120I			1.43	0.65
YIL029C			1.1	1.04
YOR152C			0.42	1.97
YOL135C	MED7		0.55	1.96
YOR218C			2.56	0.38
YDL083C	RPS16B		0.8	1.17
iAx057I			0.63	1.26
iGx497I			0.56	1.1
YHR089C	GAR1		1.5	0.62
YDR166C	SEC5		1.05	0.8
iKx086I			0.53	
iGx163I			0.54	1.65
YEL040W	UTR2		1.33	0.95
iGx229I			0.54	1.48
YER123W	YCK3		0.75	1.5
iMx335I			0.58	2.12
YJR004C	SAG1		1.5	0.66
iMx001I			1.38	1
YKL212W	SAC1		0.81	1.44
YPR110C	RPC40		1.12	0.97
iBx283I			0.58	1.76
iBx349I			1.07	1.06
iLx378I			1.04	1.09
iBx015I			0.6	2.19
iDx532I			0.68	1.23
YDL149W	AUT9		1.78	0.53
YER124C			0.81	1.32
YOL070C			1.65	0.72
iLx044I			2.34	0.41
iHx121I			0.81	0.98
YNL178W	RPS3		1.4	0.79
YKL213C	DOA1		0.51	2.21
YOL136C	PFK27		0.8	1.42
YOR219C	STE13		1.44	0.69
iAx058I			0.59	1.61
iGx498I			0.67	1.22
YJL190C	RPS22A		0.73	1.22
iKx087I			0.62	1.89
iGx164I			0.86	1.34
iMx270I			4.12	0.22
YNL179C			0.55	1.77
YEL041W			0.73	1.66
iMx336I			0.79	1.31
iMx002I			1.84	0.9
YOR153W	PDR5		0.72	1.27
iBx284I			0.57	1.6
YDL084W	SUB2		1	0.78
iBx016I			0.8	1.85
iLx379I			0.4	1.92
YDR167W	TAF25		0.66	1.56
iDx533I			1.61	0.68
iLx045I			0.6	
iHx122I			2.77	0.36
YKL214C			0.5	2.06
YJR005W	APL1		0.97	0.87
YAL035C-A			4.02	0.32
iAx059I			0.78	1.49
iGx499I			1.42	0.89
YPR111W	DBF20		1.48	0.86
iKx088I			0.8	1.16
iMx271I			0.9	1.18
YEL042W	GDA1		0.68	1.53
YER125W	RSP5		1.04	1.07
iMx337I			0.64	1.55
YOL071W			2.41	0.37
iOx520I			0.51	1.92
iMx003I			0.94	0.87
YOR154W			2.18	0.49
YPR112C	MRD1		1.22	0.86
YOL137W			0.81	1.29
iBx285I			0.95	
YDL085W			0.56	1.64
iDx534I			1.02	0.62
iBx017I			1.17	1.19
YDR168W	CDC37		2.18	0.41
YJL191W	RPS14B		0.76	1.61
YER126C			1	0.96
iLx046I			0.68	1.48
iHx123I			1.67	0.62
YOR155C			2.16	0.55
YKL215C			0.95	1.07
YOL138C			1.11	1.15
YJR006W	HYS2		0.96	1.23
YDR169C	STB3		1.82	0.66
YJL192C			0.83	1.03
iGx166I			0.62	1.7
iKx089I			2.88	0.28
YER060W	FCY21		1.04	0.91
iMx272I			0.45	1.44
YEL043W			0.68	1.63
iMx338I			1.36	0.64
YOL072W			1.5	0.76
iOx521I			0.79	1.23
iMx004I			0.98	1.05
iBx286I				0.61
YER061C				1.61
YDL086W			0.62	1.53
iBx018I			0.6	1.33
YOR090C	PTC5		0.59	2
iDx535I			0.92	0.91
YOL073C			0.67	1.71
iLx047I			0.47	1.42
iHx124I			0.61	1.58
iDx201I			0.93	1.13
YOR156C	NFI1		0.7	1.12
YOL139C	CDC33		1.87	0.52
YFL001W	DEG1		2.56	0.38
YJR007W	SUI2		1.39	0.67
YPL030W			0.6	1.64
YDL087C	LUC7		0.57	1.93
YPR113W	PIS1		0.46	2.13
iGx167I			0.99	0.99
iMx273I			0.52	1.38
YEL044W			0.48	1.68
YFL002C	SPB4		2.84	0.43
iMx339I			1.33	0.79
YKL150W	MCR1		1.22	0.92
YER127W	LCP5		0.7	1.67
YPL031C	PHO85		0.46	2.26
iOx522I			1.15	1.06
iMx005I			1.56	0.54
YKL216W	URA1		1.38	0.98
iBx287I			2.72	0.38
iDx470I			0.52	1.93
YER062C	HOR2		0.48	1.85
YEL045C			0.57	2.15
iBx019I			2.33	0.5
iDx536I			1.76	0.52
YJL193W			0.99	1.09
YKL151C			0.64	1.58
iLx048I			3.06	0.24
iHx125I			0.59	1.76
iDx202I			0.59	1.47
YOR157C	PUP1		0.5	2.05
iNx231I			0.51	1.65
YJR008W			3.4	0.35
YDL088C	ASM4		1.45	0.81
YPR114W			0.42	2.14
iGx168I			0.81	1.28
iMx274I			0.71	0.88
YLR460C			0.96	1.16
YFL003C	MSH4		2.71	0.32
YOR091W			0.51	2.06
YER128W			0.47	1.55
YJR009C	TDH2		0.89	0.76
YPL032C	SVL3		1.21	1.04
iOx523I				0.64
iMx006I			0.6	1.44
YKL217W	JEN1		0.71	1.1
iBx288I			0.54	1.9
iDx471I			1.77	0.39
iHx060I			1.99	0.53
YEL046C	GLY1		0.63	1.63
iDx537I			1.18	
YJL194W	CDC6		0.69	1.5
YKL152C	GPM1		0.89	1.33
YOL075C			2.07	0.5
iLx049I			0.71	1.17
iHx126I			0.49	1.82
iDx203I			0.74	1.25
YFR020W			2.22	0.47
iNx232I			0.43	1.97
YKL218C	SRY1		0.66	1.57
iCx180I			0.41	1.99
YPR115W			0.6	2.15
YJL195C			0.62	1.84
iGx169I			0.56	1.4
iMx275I			0.9	1.05
YER063W	THO1		0.68	1.49
YOR092W	ECM3		1.14	0.91
YER129W	PAK1		1.35	0.48
YPR050C			0.54	1.63
YPL033C			2.53	0.43
iOx524I			0.79	1.58
iMx007I			0.56	1.87
YOR158W	PET123		0.55	1.85
iBx289I			0.72	1.57
iDx472I			0.63	1.88
YER064C			0.61	1.88
YDL089W			1.58	0.67
YEL047C			0.91	1.31
iHx061I			1.81	0.68
YOR093C			0.84	0.88
iDx538I			0.58	2.05
YGL230C			1.68	0.63
iHx127I			0.35	1.56
iDx204I			1.2	0.62
YOR159C	SME1		0.51	1.87
YFR021W			0.87	1.36
iNx233I			0.6	1.58
iJx310I			1.82	0.62
YLR461W	PAU4		1.34	0.84
YFL004W			3.4	0.31
iCx181I			0.45	2.07
YPR116W			0.45	1.97
YJL196C	ELO1		0.94	1.05
iMx276I			1.2	0.42
YKL153W			1.04	1.31
YOL076W	MDM20		1.43	0.59
iOx525I			2.66	0.48
iMx008I			0.55	1.71
YKL219W	COS9		1.05	1.25
iDx473I			0.7	1.6
YER065C	ICL1		0.47	1.83
YEL048C			1.25	0.91
iHx062I			1.74	0.55
iDx539I			1.06	0.87
YGL231C			2.27	0.57
YOL077C			1.27	0.83
iHx128I			0.42	1.81
iDx205I			2.93	0.34
YFR022W			1.45	0.65
iNx234I			0.52	1.77
iJx311I			2.07	0.62
YLR462W			0.73	1.51
YFL005W	SEC4		1.18	0.8
YPR051W	MAK3		0.67	1.85
YPL034W			1.56	0.63
iCx182I			0.93	1.08
YPR117W				1
iMx277I			0.39	2.15
YLR463C			0.61	2.1
iOx460I			0.65	1.41
iIx020I			0.91	0.98
YOR094W	ARF3		0.44	2.07
YPR052C	NHP6A		0.59	1.37
YKL154W	SRP102		1.36	
YPL035C			1.52	0.73
iOx526I			0.57	1.85
iMx009I			1.59	0.51
iDx474I			1.76	0.75
iDx140I				1.7
iHx063I			3.73	0.32
YOR095C	RKI1		0.38	2.13
YJL197W	UBP12		0.76	1.35
YKL155C			2.69	0.48
iHx129I			0.46	1.32
iDx206I			2.91	0.28
YBR100W			3.22	0.29
YFR023W	PES4		4.03	0.3
iNx235I			0.46	1.49
iJx312I			3.58	0.27
YFL006W			2.34	0.69
iCx183I			0.83	1.48
YPR118W			1.71	0.68
YAL060W			0.56	1.67
iMx278I			0.43	1.93
YER066W			0.93	1.17
YBR101C			2.54	0.35
YEL049W	PAU2		1.5	0.92
YFR024C			1.99	0.56
iOx461I			0.68	1.31
iIx021I			0.77	1.37
YLR130C	ZRT2		2.18	0.6
YGL232W			2	0.56
YPR053C			0.6	1.43
YOL078W				0.67
iOx527I			0.72	1.4
iDx475I			2.4	0.68
iDx141I			2.55	0.33
iHx064I			3.14	0.29
YGR250C			0.86	1.18
YJL198W			0.61	1.33
iNx170I			1.12	0.88
iDx207I			1.84	0.55
iNx236I			0.59	1.38
iJx313I			2.73	0.38
YLR464W			0.72	1.72
YFL007W	BLM3		0.89	0.85
YPL036W	PMA2		0.9	1.12
iCx184I			3.15	0.35
YJL199C			0.72	1.37
YAL061W			0.52	1.87
iMx279I			0.59	1.72
YER067W			0.55	1.37
YKL090W			0.52	1.86
YBR102C	EXO84		0.68	1.5
YFR025C	HIS2		0.8	1.25
YLR465C			0.57	1.98
iOx462I			0.56	1.76
iIx022I			7.06	0.18
YOR096W	RPS7A		0.78	1.18
YLR131C	ACE2		0.88	0.82
YGL233W	SEC15		0.84	1.2
YKL156W	RPS27A		2.13	0.6
YOL079W			1.42	0.76
YPL037C	EGD1		1.02	0.88
iOx528I			0.49	1.97
iDx476I			2.37	1.01
YKL091C			0.53	2.07
iDx142I			1.29	0.72
iHx065I			2.15	0.56
YOR097C			1.61	0.49
iNx171I			2.18	0.54
iDx208I			0.91	1.22
iNx237I			0.51	1.51
iJx314I			0.7	1.26
YFL008W	SMC1		0.84	1.37
iPx420I			1.1	0.8
YPR054W	SMK1		0.54	1.98
iCx185I			0.55	1.6
YAL062W	GDH3		1.19	0.77
YER068W	MOT2		0.66	1.75
YFR026C			1.04	1.14
iOx463I			1.36	0.67
iIx023I			0.88	1.15
YGR251W			0.64	1.31
iEx100I			2.04	0.51
YLR132C			0.54	2.57
YGL234W	"ADE5,7"		0.52	2.19
YKL157W	APE2		0.73	1.78
iOx529I			0.98	1.08
YAL063C				0.63
iDx477I			1.49	1.21
YKL092C	BUD2		1.04	0.82
iDx143I			0.57	1.49
iHx066I			0.8	1.05
YOR098C	NUP1		0.96	1.13
iNx172I			1.17	0.8
YBL020W	RFT1		1.03	0.95
iDx209I			0.88	0.84
YBR103W			0.52	1.85
iNx238I				0.48
iJx315I			0.64	1.06
YLR466W	YRF1-4		0.97	1.53
YFL009W	CDC4		0.75	1.3
iPx421I			1.67	0.6
YPR055W	SEC8		0.72	1.23
YPL038W	MET31		1.47	0.69
iCx186I			1.07	0.96
YBL021C	HAP3		0.52	1.58
YER069W	"ARG5,6"		0.59	1.64
YLL050C	COF1		0.72	1.58
iEx101I			1.27	
iOx464I			0.85	1.4
iIx024I			0.83	1.3
YGR252W	GCN5		1.23	0.7
YHR210C			1.71	0.62
YGL235W			0.52	1.61
YKL158W			0.52	1.84
iOx130I			0.76	1.19
iDx478I			1.09	1.53
YGL170C			2.31	0.53
iDx144I			0.49	1.62
iHx067I			1.31	0.81
YGR253C	PUP2		1.12	0.81
iNx173I			1.4	0.63
iJx250I			1.53	0.59
YKL159C	RCN1		0.53	1.76
YGL236C	MTO1		0.97	1.25
YBR104W	YMC2		1.14	0.81
iNx239I			0.89	0.76
iJx316I			0.63	1.2
YFR027W	ECO1		1.02	0.71
YLR467W	YRF1-5		0.89	1.28
iPx422I			0.96	0.86
YLR133W	CKI1		0.55	2.03
YPR056W	TFB4		0.7	1.24
YPL039W			0.8	1.15
iCx187I			1.73	0.65
YBL022C	PIM1		0.78	1.39
YKL093W	MBR1		2.53	0.43
YBR105C	VID24		0.94	0.94
YFR028C	CDC14		0.7	1.42
YLL051C	FRE6		0.71	1.71
iOx465I			0.52	1.95
iIx025I			1.61	0.56
YOR099W	KTR1		0.71	1.52
iEx102I			1.18	0.7
iOx131I			0.49	2.02
YAL065C			2.75	0.65
iDx479I			1.26	1.47
iDx145I			0.96	0.98
iHx068I			1.65	0.76
iNx174I			0.57	1.49
iJx251I			1.4	0.75
YGL237C	HAP2		2.57	0.4
iJx317I				0.97
YHR211W	FLO5		2.4	0.83
iLx500I			1.58	0.63
iPx423I			1.04	0.86
YLR134W	PDC5		0.79	1.52
YPR057W	BRR1		0.94	0.86
iCx188I			1.09	1.1
YNL300W			0.71	1.9
YBL023C	MCM2		3.28	0.27
YGL171W	ROK1		1.08	1.08
YKL094W	YJU3		1.94	0.53
YLL052C	AQY2		0.93	1.32
iIx026I				0.35
iOx466I			0.78	1.12
YGR254W	ENO1		1.35	0.88
iEx103I			2.32	0.58
iOx132I			1.12	0.96
YNL301C	RPL18B		0.62	1.63
iDx080I			0.87	1.03
iHx069I			1.25	1.06
iDx146I			1.41	0.7
YGR255C	COQ6		1.73	0.71
YBR040W	FIG1		0.74	0.95
iNx175I			1.03	0.99
iJx252I			0.98	0.92
YBR106W				1.73
iJx318I			2.23	0.4
YFR029W	PTR3		0.61	1.59
iPx424I			0.55	1.24
iLx501I			1.33	0.53
YLR135W			0.76	1.42
YPR058W	YMC1		2.29	0.41
iCx189I			1.46	0.81
YLR070C			1.23	1
YGL172W	NUP49		0.44	2.09
YKL095W	YJU2		0.74	1.45
YBR107C	MCM19		0.52	1.89
YLL053C			0.77	1.29
iEx104I				0.27
iOx467I			0.88	1.08
iIx027I			0.53	1.7
YLR136C	TIS11		0.76	1.43
YPR059C			3.08	0.39
YGL238W	CSE1		1.72	0.75
iOx133I			1.52	0.59
iKx210I			0.6	1.55
YNL302C				1.59
YML010W	SPT5		2.74	0.28
iDx081I			4.72	0.2
YGR190C			0.59	1.5
YGL173C	KEM1		0.75	1.09
iDx147I			0.69	1.61
YBR041W	FAT1		2.9	0.33
iNx176I			2.19	0.49
iJx253I			0.95	0.85
YGL239C			0.56	1.66
YBL024W	NCL1		2.91	0.33
iJx319I			0.96	0.95
YML011C			0.78	1.13
iPx425I			1.46	0.65
iLx502I			0.43	1.69
YHR213W			1.85	0.77
YBR042C			2.58	0.36
YLR071C	RGR1		0.7	1.41
YKL096W	CWP1		0.65	1.31
YLL054C			1.59	0.89
iOx468I			2.49	0.34
iIx028I			0.74	1.6
YGR256W	GND2		1.81	0.58
iEx105I			1.26	0.68
iOx134I			1.59	0.7
iKx211I			1.03	1.25
YAL068C			1.59	0.91
iDx082I			1.51	0.64
YKL097C			0.48	1.58
iDx148I			0.99	1.22
YGR257C			1.45	0.75
iNx177I			1.13	0.78
iJx254I			1.41	0.67
YBL025W	RRN10		0.52	1.36
iPx360I			0.64	1.32
YBR108W			0.69	1.41
iPx426I			0.82	1.02
iLx503I			0.63	1.54
YLR137W			0.64	1.87
YHR214W			0.63	1.73
YHR143W-A	RPC10		0.77	1.06
YNL303W			1.13	0.83
YBR043C			0.82	1.08
YGR191W	HIP1		1.13	1.09
iEx040I			1.58	0.82
YGL174W			1.66	0.64
YBR109C				1.03
iOx469I			0.49	1.81
iIx029I			0.41	1.97
iEx106I			0.86	0.97
iOx135I			0.55	1.69
iKx212I			1.03	1.05
YML012W	ERV25		0.66	1.35
YGR192C	TDH3		1.47	0.65
YGL175C	SAE2		1.03	1.17
iDx149I			0.58	1.86
YGR258C	RAD2		0.63	1.32
iNx178I			0.45	1.52
iJx255I			4.56	0.19
YBL026W	LSM2		0.52	1.87
iPx361I			1.25	0.64
YLR072W			0.76	1.15
YLL055W			2.31	0.54
iPx427I			0.91	
iLx504I			1.64	0.54
YLR138W	NHA1		1.68	0.68
YHR215W	PHO12		0.58	2.18
YNL304W	YPT11		1.19	1.07
YBR044C				1.56
YAL069W			2.28	0.92
iEx041I			0.94	0.91
YLR073C			0.88	1.13
YKL098W			0.7	1.84
iOx070I			2.3	0.45
YLL056C			2.12	0.58
iEx107I			1.06	0.88
YLR139C	SLS1		2.26	0.48
YCR001W			2.61	0.32
iOx136I			1.22	0.79
iKx213I			0.51	2.15
YMR030W			1.69	0.46
YNL305C			0.77	1.52
YML013W			0.51	1.5
iDx084I			1.43	0.53
YGR193C	PDX1		0.5	1.83
iJx190I			0.55	1.79
YKL099C			0.61	1.87
YGL176C			3.44	0.36
YGR259C			1.21	0.86
iNx179I			0.52	1.71
iJx256I			1.1	0.98
iBx410I			0.67	1.49
YCR002C	CDC10		2.72	0.36
YBL027W	RPL19B		1.52	0.61
iPx362I			2.43	0.36
YHR150W			1.15	0.91
YDL210W	UGA4		1.31	0.66
YMR031C			1.38	0.76
iPx428I			1.21	0.85
iLx505I			0.65	1.14
YHR216W	PUR5		1.82	0.8
YBR045C	GIP1		0.8	0.94
YBL028C			0.55	1.55
iEx042I			0.93	1.32
YLR074C			0.69	1.42
YHR151C			1.13	1.21
iOx071I			2.23	0.63
YLL057C			2.49	0.54
YDL211C			0.48	1.67
iEx108I				0.43
YHR217C			1.78	0.89
